queue_count,avg_service_time,active_counters,hour_of_day,day_of_week,actual_wait
194,12.26,1,14,4,1735.87
56,18.47,6,9,5,179.67
203,18.68,4,12,1,1096.73
230,4.19,4,12,6,254.15
174,11.27,1,13,1,2113.09
51,11.68,1,9,6,677.05
74,8.47,3,12,6,229.44
91,19.08,3,15,3,595.7
92,12.62,7,14,2,190.03
82,9.91,1,13,6,664.89
153,6.47,1,9,6,1254.24
229,12.25,3,16,3,1097.29
104,7.72,1,13,4,780.54
83,19.74,3,16,5,544.17
73,7.15,6,14,0,99.11
34,11.51,7,15,3,60.7
115,8.62,4,9,2,248.57
166,13.52,7,14,3,298.45
217,19.71,5,11,1,800.02
180,15.4,6,11,4,433.14
85,12.07,1,11,4,866.8
14,19.07,6,14,6,49.01
173,6.79,6,16,4,195.03
122,19.15,4,11,4,528.22
177,5.71,3,11,4,344.24
180,11.52,3,13,4,812.51
100,7.5,1,14,0,926.41
43,15.49,1,14,2,710.11
92,4.23,5,15,6,73.86
208,7.02,7,15,4,271.64
66,18.37,4,11,6,290.58
47,3.3,4,13,2,39.28
129,2.96,4,9,5,86.25
195,6.95,2,9,4,649.44
157,14.18,5,10,6,411.65
252,15.35,5,10,3,702.77
158,2.98,7,15,6,67.45
263,8.91,6,13,4,330.85
28,17.3,6,11,1,90.82
150,15.72,7,15,0,433.7
188,19.4,3,11,3,1086.15
111,5.96,6,11,3,106.41
254,18.45,1,12,1,5126.91
212,5.23,7,13,4,165.16
195,13.36,3,16,0,745.3
221,13.83,6,17,3,493.77
166,17.84,3,13,0,1100.53
187,7.47,3,16,3,488.57
158,2.47,5,11,4,86.63
209,15.15,4,15,5,755.19
252,13.43,6,11,3,565.87
182,5.97,5,11,5,273.17
37,7.73,6,12,3,48.3
117,10.73,3,10,2,475.93
90,4.61,7,15,4,57.18
76,4.63,5,14,1,74.72
178,6.55,5,11,5,251.98
11,10.59,5,9,1,23.99
183,18.68,2,11,4,1562.62
138,10.28,5,12,6,255.77
176,15.48,2,9,1,1391.86
200,6.22,4,16,4,290.59
153,4.09,7,10,1,75.9
107,17.76,2,11,5,1089.54
87,7.21,2,13,2,269.89
218,8.15,4,17,1,462.53
129,4.92,7,14,5,91.02
205,6.19,3,11,3,441.14
183,6.8,7,11,4,156.48
167,13.87,3,16,0,759.14
123,6.33,1,12,6,623.64
169,4.73,3,13,0,272.24
110,2.04,6,12,4,35.37
54,5.08,4,17,2,59.43
151,4.85,6,16,1,124.95
144,10.0,3,15,2,438.16
259,7.05,6,12,0,298.62
45,6.21,6,17,6,48.89
105,7.09,1,16,5,685.37
205,16.83,5,16,6,723.91
113,9.99,2,10,4,598.28
212,14.85,7,13,4,405.2
107,4.5,7,14,2,68.84
180,17.85,1,14,5,3398.0
75,19.84,2,17,2,655.48
170,18.69,7,12,1,422.81
100,15.61,7,15,3,212.31
179,16.03,3,17,5,1016.18
57,19.42,6,13,3,193.04
65,11.99,1,14,6,783.88
179,10.81,3,9,1,692.85
169,8.14,2,15,3,817.95
238,3.67,6,13,0,128.72
226,5.42,6,12,6,208.59
33,7.65,6,11,3,39.47
19,19.53,1,9,1,394.86
169,15.7,6,13,3,448.61
262,13.48,1,11,4,3344.16
194,9.44,5,16,2,385.55
153,17.91,2,12,0,1269.76
173,9.39,6,11,4,239.35
164,7.47,5,9,4,208.45
105,13.54,3,10,1,479.03
164,18.93,1,10,2,3498.82
145,16.18,2,9,2,1508.78
198,11.54,3,16,5,710.45
106,14.29,7,13,6,213.33
90,2.04,7,10,0,28.5
116,14.5,1,16,6,1543.42
180,16.0,6,13,1,449.94
146,6.61,4,13,0,238.82
132,17.42,1,10,5,2557.31
130,5.64,2,16,3,391.14
223,18.57,7,11,4,570.85
84,3.08,5,12,0,48.67
106,19.99,5,13,6,406.14
52,4.44,2,17,4,97.15
60,3.94,4,10,1,60.29
135,8.23,4,16,6,316.26
159,12.83,3,13,3,674.35
83,6.11,3,17,1,142.79
225,9.62,6,17,3,308.64
99,11.34,1,11,3,1301.96
279,13.31,7,17,4,624.13
207,5.29,3,15,1,310.22
133,3.87,4,17,1,130.98
137,8.36,4,15,0,298.98
83,18.97,5,16,6,327.63
84,19.79,3,12,1,544.26
267,8.62,7,13,0,306.5
84,6.51,2,14,2,259.03
59,17.76,2,12,2,456.75
82,4.01,4,16,2,67.19
120,4.46,4,13,5,131.81
241,10.31,7,11,1,367.06
143,16.71,5,9,5,328.52
180,14.56,6,9,6,397.91
64,11.13,6,16,1,132.56
132,18.94,2,11,0,1222.29
203,14.86,5,12,5,607.91
270,17.44,6,15,5,741.06
5,6.4,5,9,6,5.28
147,15.44,6,14,5,324.82
33,6.39,3,9,3,73.65
121,16.09,1,11,0,2070.71
190,11.07,3,12,2,632.97
248,19.58,4,15,0,1182.72
31,2.49,3,10,3,25.97
157,10.32,2,16,6,909.72
118,19.52,1,14,6,2374.4
142,18.17,4,10,1,688.02
260,6.31,1,11,0,1548.95
233,14.68,6,12,6,608.92
122,18.26,6,14,5,451.42
182,17.03,5,9,6,666.13
67,16.33,2,13,6,470.86
263,17.28,5,16,6,975.94
207,17.48,3,15,6,1137.81
92,6.57,2,11,2,327.3
155,17.9,4,10,2,623.08
125,18.82,4,10,1,513.58
84,4.9,3,13,6,113.67
111,8.08,3,16,0,324.36
75,3.19,4,14,3,71.95
76,13.89,4,14,1,271.57
83,5.55,5,15,0,88.38
167,4.73,1,9,6,878.17
192,11.2,5,11,4,392.47
128,15.71,6,13,6,322.77
233,10.91,7,15,2,311.72
142,17.03,3,14,3,855.66
141,6.12,3,9,5,303.02
147,9.72,4,17,3,358.37
151,18.98,4,11,5,610.12
148,2.75,2,15,3,211.04
79,7.77,6,9,2,106.98
68,14.13,2,9,5,604.12
121,4.93,1,9,0,592.01
239,19.94,5,12,5,848.15
163,18.97,5,9,1,635.36
148,9.92,4,9,0,378.86
69,9.16,3,17,1,203.97
254,13.7,7,16,6,489.81
135,10.89,2,13,3,643.93
166,18.39,7,10,0,580.4
244,10.61,1,15,3,2581.24
199,7.98,6,9,6,272.39
200,10.44,7,17,4,238.87
76,11.52,6,9,3,143.5
101,6.45,3,11,6,178.51
154,7.11,4,14,3,241.89
78,12.68,1,12,6,1053.07
116,8.64,2,10,1,500.58
165,2.88,7,13,6,57.54
88,10.6,2,9,5,614.91
34,17.21,5,9,4,130.15
25,9.46,2,14,3,128.12
93,11.84,2,17,6,502.29
118,17.57,1,15,6,2283.49
271,4.74,7,12,3,196.04
118,11.88,6,16,4,236.47
40,17.2,2,9,4,318.74
77,2.79,5,13,6,45.13
171,8.77,3,10,0,615.55
44,12.76,6,11,1,118.91
72,4.39,2,12,4,176.23
215,6.28,4,9,4,298.28
211,8.58,1,13,2,1734.75
15,6.92,2,14,5,42.33
154,9.79,6,9,4,227.23
217,12.3,1,12,1,2930.44
195,17.65,5,10,5,747.19
92,16.86,2,9,5,672.67
99,19.46,6,13,3,333.78
52,17.01,5,9,3,168.0
86,19.43,2,16,3,748.77
162,16.8,3,10,3,829.01
243,19.88,5,13,2,1164.79
269,8.4,4,11,4,591.51
193,19.0,1,14,3,3729.53
12,5.91,6,14,6,13.07
162,12.58,3,16,0,593.17
183,17.08,6,13,3,432.4
111,16.0,6,13,4,270.73
189,15.82,2,13,3,1310.0
144,8.03,3,17,2,371.91
101,17.93,7,10,1,236.94
157,9.61,7,11,1,208.73
132,12.25,4,12,4,412.73
215,6.65,1,15,6,1588.26
30,5.07,2,9,1,86.45
230,17.59,6,11,1,777.33
271,17.46,1,15,0,5387.76
120,6.2,6,16,4,117.44
81,3.12,2,10,6,129.02
161,5.22,5,11,4,142.75
71,13.06,1,15,1,1140.18
221,7.15,5,15,1,297.79
84,8.28,3,11,1,241.77
183,5.3,2,13,5,531.13
131,14.16,2,15,2,886.07
63,18.16,4,11,3,306.62
64,15.95,1,16,2,1155.99
137,5.67,1,12,4,810.33
120,12.98,7,15,0,241.74
107,14.32,5,10,3,314.22
179,17.37,2,13,0,1442.29
168,17.32,1,14,6,2902.64
12,13.64,6,9,5,19.65
133,18.28,7,17,4,357.14
166,18.62,3,17,5,962.01
220,4.94,3,12,4,331.3
210,14.21,4,13,0,817.09
96,7.17,6,17,0,123.36
120,6.83,6,10,0,122.09
260,13.46,5,13,4,632.73
160,10.73,4,12,1,309.88
213,17.8,5,10,0,758.54
192,12.64,3,10,5,816.47
93,4.29,5,17,6,85.71
82,11.03,4,16,3,200.74
67,10.52,6,16,4,107.58
192,14.79,2,16,5,1496.93
93,10.66,1,13,2,1028.56
251,18.4,1,12,6,5195.9
57,16.71,1,11,2,1033.09
269,4.28,6,10,3,166.06
206,9.49,4,13,1,515.96
138,6.71,2,16,0,444.22
170,15.37,4,13,4,687.61
165,13.4,1,15,5,2097.1
153,4.5,5,13,0,133.36
174,6.59,7,17,5,173.05
193,15.55,2,16,4,1261.93
170,14.41,3,16,2,752.18
208,17.15,2,9,0,1960.37
212,8.98,6,13,3,273.86
212,16.28,6,17,1,523.88
98,12.21,5,16,3,230.98
7,8.72,7,9,1,8.41
125,9.39,3,17,6,403.26
102,8.96,5,9,5,197.12
244,15.98,6,13,0,527.57
182,13.0,1,9,0,2315.96
199,17.55,5,16,6,752.37
98,13.66,4,10,1,324.08
33,17.42,5,14,2,109.19
300,16.41,3,10,4,1550.98
136,18.46,3,10,3,862.43
184,14.54,5,9,6,613.03
170,16.73,1,14,5,3069.87
204,11.7,7,13,6,351.55
102,19.58,5,12,3,443.89
107,2.45,3,12,3,91.35
180,8.32,7,17,5,242.73
97,13.29,7,10,5,171.78
282,18.3,6,15,0,763.79
200,9.42,4,13,3,512.07
155,11.1,7,17,4,236.89
117,13.38,3,12,4,515.99
133,17.32,1,14,1,2364.71
174,6.86,4,10,6,357.67
104,18.45,3,9,5,734.74
100,3.81,7,9,0,58.09
271,7.07,2,12,4,867.93
229,3.46,5,17,2,154.08
227,9.85,4,11,0,533.94
283,2.9,5,11,0,165.23
233,13.04,3,15,4,875.54
100,2.69,7,16,2,42.16
138,16.85,4,14,1,637.14
71,14.8,7,9,4,145.68
10,5.05,2,14,2,29.39
190,5.68,3,16,0,400.53
132,6.64,7,13,2,106.6
233,17.72,3,16,0,1367.05
57,9.44,5,9,6,95.3
257,4.39,7,12,4,135.68
139,14.67,5,17,5,476.23
250,14.11,3,13,4,1191.98
215,3.36,1,11,6,744.5
204,5.66,2,11,3,508.9
133,5.01,2,17,3,275.51
151,4.4,6,9,3,122.78
191,2.48,7,14,4,60.58
116,7.8,7,14,1,141.44
256,11.94,2,16,4,1415.97
140,3.44,7,16,6,74.25
89,12.54,2,9,6,627.93
135,14.52,2,15,5,1014.88
171,3.71,6,9,2,110.03
102,16.21,3,16,4,541.47
196,10.58,1,13,4,2295.58
195,5.96,3,10,0,372.76
95,9.82,3,11,6,268.32
253,5.29,3,17,0,458.8
99,3.31,6,10,0,62.57
151,17.84,1,12,4,2497.03
128,13.39,7,15,1,255.23
224,19.77,6,16,2,895.84
154,12.49,1,11,2,2064.52
212,8.02,1,17,6,2000.05
81,19.66,7,16,5,253.84
12,13.51,6,14,6,26.19
182,8.79,1,16,1,1372.99
140,2.99,4,16,1,114.55
205,2.89,7,11,2,72.84
162,9.55,3,15,3,481.23
122,19.33,1,16,0,1901.12
119,17.1,2,14,0,1143.23
34,3.1,5,14,2,16.84
84,12.81,6,15,6,177.47
95,18.94,4,12,1,424.15
216,16.69,5,17,6,719.92
85,9.9,7,11,5,133.83
234,14.38,5,15,3,700.05
161,5.84,3,17,2,282.15
247,4.91,4,16,0,288.92
84,13.48,7,15,4,136.43
85,6.5,6,13,6,79.87
156,3.81,4,10,1,147.61
278,17.96,2,10,4,2357.3
254,2.91,5,12,5,133.08
133,5.89,3,13,2,251.61
191,6.14,3,12,6,371.4
191,15.12,7,10,0,490.58
149,9.11,2,12,6,718.1
209,10.94,6,13,3,332.04
151,16.45,5,12,4,438.76
26,7.56,3,14,3,69.24
247,10.64,1,15,5,2945.58
265,12.21,4,13,0,710.54
80,5.8,5,17,4,92.13
65,4.88,6,12,5,47.91
170,17.72,7,10,3,414.0
251,13.78,7,16,3,501.14
82,14.78,3,12,4,450.41
202,4.8,2,12,0,468.38
133,10.35,7,11,3,181.96
80,4.69,7,17,2,53.12
168,8.57,5,12,5,238.9
233,18.62,6,10,4,840.56
1,3.97,7,9,1,0.63
69,18.38,3,9,1,432.65
278,4.63,2,16,0,531.38
73,12.42,6,9,2,132.2
171,12.93,4,13,3,509.66
243,8.86,7,16,1,312.3
129,14.45,5,15,0,411.77
272,8.32,4,15,5,576.0
87,3.29,7,16,2,51.49
252,13.29,6,11,2,582.02
46,13.32,3,13,6,206.08
69,16.1,2,10,0,567.02
147,12.27,6,13,0,274.14
228,6.42,7,13,6,201.6
85,5.31,6,10,3,80.44
202,16.26,1,14,0,3369.13
177,7.76,4,9,6,290.11
157,10.4,6,16,3,283.47
173,12.25,3,9,3,775.1
277,17.64,2,11,4,2320.75
176,16.91,7,9,2,426.33
175,8.01,7,10,5,217.79
250,3.27,6,15,2,149.21
161,4.03,6,15,2,100.93
231,18.41,1,13,4,4199.68
228,18.45,4,13,3,1022.7
209,7.4,4,15,3,409.13
217,10.37,5,13,0,437.39
179,17.36,7,16,4,444.09
182,2.1,7,11,0,62.61
262,7.72,3,10,4,776.58
127,5.1,4,12,0,150.06
123,17.84,1,15,1,2091.13
153,12.94,7,17,6,301.33
179,8.68,5,11,2,331.31
199,2.72,7,11,2,86.2
67,16.82,6,15,5,219.62
59,15.47,3,9,6,243.35
140,2.17,4,15,3,80.21
175,7.87,2,10,5,621.55
197,6.73,4,9,1,348.35
164,11.14,2,17,5,1116.59
19,11.88,4,9,2,59.08
221,10.37,5,16,3,441.22
121,18.67,1,15,1,1948.18
151,14.15,1,17,2,1941.3
121,13.52,4,13,6,448.46
264,10.9,1,11,0,2689.67
83,3.04,3,9,4,91.78
96,15.4,1,10,1,1318.25
9,9.6,6,14,3,12.52
271,17.41,4,16,5,1210.39
220,2.95,2,17,6,322.38
87,3.36,1,16,5,350.29
45,17.4,6,10,1,123.36
117,15.31,1,9,6,1583.78
116,17.45,7,12,3,243.54
170,13.7,4,13,1,624.62
89,16.05,2,14,3,698.11
51,6.66,3,12,5,122.92
222,6.74,4,13,2,384.14
190,8.96,3,16,6,472.08
176,18.69,4,11,0,719.79
17,9.38,5,9,2,25.92
124,18.32,6,17,0,359.68
252,2.99,6,17,5,140.22
199,11.91,2,10,6,1126.87
131,15.11,6,11,2,285.23
30,11.39,2,16,2,146.63
64,7.44,2,11,1,231.83
74,16.53,1,11,4,1426.79
12,15.71,1,14,5,161.88
74,14.72,6,14,3,229.42
238,10.7,1,15,5,2455.25
50,6.36,5,12,3,53.01
35,17.74,7,13,6,99.5
202,19.78,1,11,3,4003.77
294,18.13,2,10,0,2618.22
120,10.38,3,11,3,458.82
230,7.76,5,11,3,372.91
145,6.74,2,10,1,454.47
174,12.26,2,9,2,1293.23
33,17.08,4,11,5,142.36
190,15.47,6,9,5,415.51
160,5.41,1,16,6,792.44
203,11.66,5,13,6,511.02
168,7.16,1,14,3,1190.13
98,13.91,2,15,4,684.12
149,17.17,3,15,5,725.07
101,2.29,4,12,6,58.37
59,7.36,1,14,3,487.02
200,15.0,4,16,6,662.64
47,4.41,6,14,0,35.1
176,10.39,2,15,0,832.86
93,7.99,5,11,6,136.95
153,4.55,7,17,0,114.65
54,4.86,2,10,6,139.3
181,14.62,6,16,3,480.54
102,15.04,6,16,1,276.97
217,13.2,6,10,4,524.2
210,13.71,5,17,3,624.41
178,10.83,6,11,1,335.98
182,5.37,2,14,1,482.24
159,6.09,3,12,5,296.73
126,8.27,7,13,3,152.31
200,16.04,1,11,3,3195.79
143,19.61,1,16,6,3126.45
191,12.99,5,16,1,519.19
210,10.9,5,15,1,492.82
129,3.98,5,15,1,84.68
182,7.85,4,10,6,374.75
107,5.38,7,14,5,73.1
78,7.72,7,12,3,69.24
218,2.39,3,17,1,168.3
214,3.15,2,13,0,307.27
57,2.81,1,14,3,176.57
156,9.0,7,15,6,224.44
173,14.92,3,10,5,884.29
109,18.98,6,9,0,366.32
199,11.84,5,14,6,426.45
222,4.87,7,17,2,164.47
132,13.05,6,15,3,317.07
112,7.87,3,17,2,302.4
150,19.49,3,11,6,1073.24
45,2.49,6,13,6,20.3
191,10.93,2,14,6,1157.46
53,11.99,5,14,1,127.14
108,19.69,3,13,5,768.34
210,16.07,4,10,1,848.27
131,18.58,6,11,5,391.33
142,2.2,7,14,4,41.66
219,8.0,2,17,1,971.59
80,2.77,4,16,2,45.81
210,2.25,4,16,5,107.61
138,4.84,7,16,1,90.39
27,3.92,1,14,3,87.62
193,5.62,6,11,6,185.31
94,5.07,7,13,5,64.26
167,10.66,3,16,5,524.94
154,19.04,4,11,1,683.36
47,9.83,3,9,4,147.65
111,8.35,6,9,1,195.81
144,7.6,4,15,2,303.22
72,11.47,5,14,2,181.16
147,11.01,5,13,5,332.21
208,8.72,5,16,5,393.8
119,17.6,3,16,1,741.98
185,14.43,4,9,2,734.75
165,16.36,6,15,2,505.19
129,7.58,3,10,4,314.02
128,13.18,2,12,3,833.14
41,19.0,1,9,4,647.04
216,10.94,1,10,0,2421.93
75,18.93,1,17,6,1214.79
209,6.45,2,9,4,611.88
203,2.92,4,15,1,132.95
179,17.33,3,12,3,1131.1
127,11.46,5,15,1,307.01
208,6.07,6,15,6,196.74
106,9.46,7,11,0,147.84
159,2.01,2,10,3,183.09
64,8.64,6,11,5,80.11
166,18.0,3,13,2,923.18
161,12.3,7,16,4,330.79
104,4.62,4,17,1,113.83
144,7.99,2,12,0,537.25
105,10.34,5,14,2,198.04
172,7.54,3,12,4,403.15
165,6.45,7,17,2,152.27
190,3.11,2,13,4,302.12
91,15.29,2,10,5,614.36
181,9.15,6,9,3,258.09
96,14.82,3,13,2,504.68
134,18.55,3,16,2,822.52
4,16.22,5,14,2,12.27
110,16.59,5,15,3,402.04
261,16.57,3,17,0,1643.94
111,15.65,7,12,4,274.46
246,3.67,6,13,5,137.38
185,4.53,1,17,2,869.22
166,19.35,2,11,6,1527.11
99,4.72,3,9,3,169.31
140,2.27,3,16,0,95.39
192,11.71,1,17,4,2384.14
147,17.61,2,12,3,1414.41
69,11.93,2,14,5,363.95
143,19.77,2,15,5,1199.32
193,7.23,2,15,4,637.17
224,18.45,5,16,2,920.34
97,9.56,6,14,5,136.72
161,15.25,2,15,0,1309.19
128,2.29,2,17,3,172.88
167,9.16,1,14,0,1321.38
187,16.1,5,10,2,604.76
177,14.81,1,12,0,2204.5
97,7.34,7,13,0,89.52
77,4.46,5,16,1,72.03
115,16.35,1,12,0,1933.71
179,6.99,3,9,4,425.92
64,15.4,6,9,3,164.35
82,10.16,5,10,1,186.86
226,14.05,5,16,3,703.11
209,18.11,4,11,3,882.1
64,3.13,3,14,2,59.4
96,11.82,3,15,2,378.01
36,19.07,4,9,1,168.69
158,3.56,1,13,5,626.52
123,15.42,1,10,6,1851.36
200,4.22,7,15,2,140.16
185,17.65,5,11,6,633.79
123,4.78,6,17,2,81.15
151,15.82,1,9,2,2531.95
101,18.84,4,10,3,464.12
99,19.34,2,17,1,908.99
99,13.93,3,15,3,416.72
162,7.36,6,11,4,211.82
72,12.01,1,16,3,780.16
124,5.73,4,13,6,196.4
272,11.21,6,10,6,437.65
53,19.7,4,9,4,273.7
113,13.38,4,14,0,361.56
75,13.94,5,12,0,202.03
209,6.44,7,10,4,136.95
219,13.44,3,9,4,906.21
142,17.22,7,15,3,312.38
84,13.09,6,12,4,186.66
91,6.26,1,9,1,546.24
146,16.62,4,9,0,663.06
192,4.5,6,15,0,150.85
138,19.44,1,13,5,2950.01
203,15.59,3,9,4,1181.47
57,2.96,4,17,2,42.77
172,9.6,1,11,2,1769.6
102,11.02,1,9,4,1064.87
180,17.97,4,10,1,752.86
168,18.88,6,14,2,598.6
147,19.85,1,11,5,2102.8
149,14.84,3,16,6,691.75
212,13.67,3,9,4,887.07
117,12.74,2,9,1,777.28
132,5.55,6,16,1,122.89
115,10.55,5,9,3,250.07
80,12.59,6,12,1,171.85
100,18.06,3,14,2,626.83
11,5.75,5,9,6,12.32
207,6.95,3,12,2,553.28
249,10.8,2,13,4,1398.46
196,9.74,1,9,6,1852.05
103,11.09,1,10,4,1288.03
164,12.55,7,10,1,299.73
116,8.6,4,14,5,268.41
131,4.84,4,10,0,191.78
34,14.22,7,14,6,55.3
78,15.5,2,17,3,623.63
202,14.73,5,10,0,665.45
127,16.29,4,15,1,504.26
22,9.25,6,9,1,28.99
156,9.78,6,17,0,228.23
220,11.73,1,12,3,2966.23
177,10.88,4,13,6,534.55
195,10.74,7,12,6,311.14
165,10.17,1,17,0,1611.68
53,14.7,6,9,4,140.77
97,10.99,7,14,2,161.65
102,2.55,6,13,5,51.81
208,18.86,7,16,4,461.64
203,9.22,7,10,6,248.99
135,14.11,5,12,2,373.47
120,15.21,2,13,5,915.41
177,15.79,7,16,5,385.47
8,10.79,2,9,5,49.85
253,16.13,5,15,1,880.11
45,7.24,1,16,5,285.1
14,8.36,4,9,3,26.19
221,13.64,6,13,0,489.03
97,12.63,1,14,6,1147.05
235,14.17,6,13,3,561.58
128,10.78,7,17,0,194.09
207,17.11,3,12,4,1341.08
255,2.9,7,10,4,104.34
100,6.74,4,17,0,143.48
123,2.75,1,10,3,333.01
103,3.13,3,10,0,94.23
146,6.99,4,14,5,262.38
246,4.72,3,17,1,314.16
216,5.15,7,13,6,168.37
164,6.81,3,10,4,342.51
45,8.38,5,14,6,64.01
41,12.99,7,9,1,72.73
149,9.54,4,11,5,343.89
205,17.3,7,11,5,539.44
202,6.53,4,14,4,347.03
126,14.57,7,12,4,275.32
67,13.15,7,16,5,119.53
159,5.96,3,15,2,317.83
197,13.39,3,17,6,958.75
195,16.14,1,13,1,2960.48
195,4.79,6,13,6,157.26
76,13.18,3,13,1,293.84
247,7.9,5,17,2,444.82
146,8.83,4,10,3,281.37
88,2.05,3,15,1,65.76
63,17.92,3,11,6,391.92
286,9.22,3,16,0,786.52
248,10.11,3,17,5,887.12
87,3.64,4,17,5,81.51
155,14.29,4,13,2,527.82
152,14.02,2,17,1,1194.4
122,10.49,1,11,3,1283.7
139,3.88,1,16,1,615.57
186,6.29,3,15,5,308.34
232,10.01,1,12,4,2255.77
300,16.68,4,17,0,1331.17
204,5.12,3,15,2,376.85
235,18.39,4,16,4,909.6
231,5.93,7,16,6,227.71
131,16.93,2,11,3,885.04
193,4.28,7,15,4,108.09
95,5.44,5,16,6,111.14
242,3.61,2,11,4,401.47
87,19.35,6,17,3,322.22
208,17.61,7,12,4,535.91
90,5.1,3,15,2,137.19
151,19.44,7,16,5,480.19
241,7.22,7,16,1,252.39
182,13.43,1,13,4,2355.05
60,6.42,1,15,2,339.38
225,11.91,1,16,1,2719.02
181,5.36,4,10,6,245.88
178,10.04,4,12,1,371.03
93,12.32,3,14,6,314.2
240,18.17,5,17,4,837.47
101,16.66,6,10,2,228.32
204,10.68,6,15,5,369.84
233,9.47,6,10,4,341.07
130,4.54,6,10,6,88.77
109,13.76,4,9,3,376.67
244,19.63,4,17,1,1115.13
151,17.35,4,14,4,623.28
147,7.59,5,10,6,243.63
252,14.93,3,12,1,1309.23
221,6.25,2,12,6,709.31
123,10.95,7,15,2,159.35
272,10.78,1,15,0,3061.39
163,2.8,6,12,4,81.55
65,11.32,4,13,5,185.14
121,3.57,5,17,4,86.09
40,4.89,1,14,1,210.2
125,15.5,5,10,2,338.77
140,5.4,7,10,6,111.7
241,4.36,2,11,3,570.62
193,19.0,1,15,5,3837.7
124,14.22,4,10,2,460.44
33,4.05,6,9,4,23.56
115,5.1,6,12,3,94.07
144,16.61,5,15,2,457.73
221,4.92,7,13,0,149.92
151,14.47,4,15,5,546.05
47,2.69,2,15,1,56.28
240,13.35,1,15,2,2932.75
80,4.12,4,9,2,79.99
114,8.71,6,16,0,138.93
76,13.83,5,14,4,202.21
138,15.51,7,14,6,276.39
209,8.8,1,12,6,1689.71
213,11.94,3,17,5,754.47
49,16.71,2,17,5,378.21
186,3.58,2,14,1,297.42
140,11.71,1,17,2,1548.56
140,3.86,6,9,3,90.76
179,13.73,5,15,2,492.41
180,13.62,2,17,6,1154.17
252,2.41,1,13,1,579.95
62,10.54,3,14,2,223.13
72,6.85,1,14,0,524.34
239,19.45,1,13,6,5083.83
50,11.38,7,17,2,64.5
231,7.77,1,13,2,1370.72
217,18.02,3,11,6,1262.96
100,15.14,1,14,3,1573.78
106,10.48,1,14,6,1087.24
100,5.44,5,9,0,109.58
228,2.65,1,12,0,629.12
112,2.69,2,9,2,153.51
119,7.17,5,14,5,179.09
241,12.38,5,10,3,681.05
224,11.03,3,13,2,774.91
209,6.16,6,11,6,215.59
61,3.99,2,14,2,140.37
94,9.48,5,17,1,182.22
164,14.77,7,11,1,397.41
234,6.38,6,17,5,258.78
169,6.76,3,13,3,341.72
241,17.65,7,10,4,582.51
242,19.91,5,17,1,1032.73
207,7.64,7,11,4,227.57
256,15.42,1,17,0,3631.41
99,3.17,7,14,1,48.3
27,12.87,2,9,1,168.13
188,6.47,5,9,3,233.96
136,13.55,7,11,5,238.26
111,13.91,7,13,4,213.18
161,15.01,2,14,6,1314.66
235,3.74,3,13,1,280.09
237,12.64,1,16,1,3462.88
20,14.86,6,14,3,53.15
195,15.82,6,10,3,488.68
136,10.12,7,13,5,191.97
63,9.0,3,15,4,178.57
58,13.61,1,10,0,725.51
213,10.36,5,13,6,424.36
141,18.91,7,13,5,356.08
84,2.44,7,16,0,30.06
207,8.19,5,17,2,269.07
234,5.0,6,11,1,235.82
178,6.09,1,12,4,1258.13
129,12.49,4,17,5,400.8
153,14.76,6,17,1,383.87
172,12.2,3,11,4,779.69
251,6.2,4,10,4,392.77
227,16.79,4,15,4,857.29
176,19.71,4,12,1,893.51
60,19.7,6,11,5,183.47
81,11.83,2,10,6,526.39
228,14.76,6,16,3,500.26
215,7.77,2,15,1,770.16
242,17.05,6,13,4,717.89
91,5.03,7,15,5,77.08
11,8.61,7,9,6,13.24
73,9.7,1,17,2,730.53
284,7.38,6,16,0,334.79
146,12.67,1,12,4,1979.79
130,14.89,3,9,2,567.61
182,10.33,5,12,3,386.59
117,14.02,1,9,6,1894.36
8,2.24,3,14,6,5.51
116,10.83,5,16,4,249.39
181,11.98,7,13,6,281.24
171,6.07,6,17,2,162.48
137,7.49,6,10,4,193.53
28,16.69,2,10,1,238.78
151,2.02,6,12,5,50.04
5,12.61,3,14,2,21.68
175,17.8,6,14,5,415.62
73,5.36,4,14,1,78.86
111,3.47,7,14,1,57.31
186,16.48,7,9,5,438.7
19,15.11,4,9,2,64.59
149,16.86,4,11,5,666.46
68,15.85,2,10,5,522.87
93,18.64,5,15,0,337.96
68,7.31,7,14,2,67.77
86,7.21,6,13,0,103.41
83,14.5,3,16,4,357.26
156,11.49,7,10,6,241.91
247,19.09,7,15,5,648.65
173,10.63,4,12,4,415.01
83,11.12,4,11,2,232.49
170,7.56,2,9,5,632.32
113,18.45,5,10,6,430.27
195,12.07,7,15,4,321.99
137,10.95,5,11,3,359.85
207,14.97,7,13,1,358.45
132,7.44,5,11,5,199.9
213,5.42,5,15,6,273.26
84,15.75,5,12,1,263.72
154,17.39,2,16,0,1305.78
132,4.45,6,16,4,95.79
152,5.95,1,12,0,818.64
170,19.33,7,10,6,444.15
129,8.96,5,15,5,240.72
41,17.76,5,9,1,144.06
153,17.86,4,17,1,614.97
154,2.43,2,13,4,172.62
228,5.27,7,12,5,174.32
167,4.14,5,12,3,138.26
102,7.47,4,17,3,171.85
88,8.62,2,9,4,421.03
104,14.29,4,12,5,376.54
100,4.22,5,14,4,79.51
227,7.84,4,16,5,441.33
